DBN,BN,School Name,School Type,Borough,Enrollment,State & Local Funding (M),Federal Funding (M),Total Funding (M),Total Funding per Pupil (K),Economic Need Index (%),Graduation Rate (%),College Readiness Index (%),College & Career Preparatory Course Index (%),Avg Regents Score - English (%),Avg Regents Score - Algebra I (%),Postsecondary Enrollment - 6 Months (%),Postsecondary Enrollment - 18 Months (%),Asian (%),Black (%),Hispanic (%),White (%),Unrepresented Race (%),Students Graduated,College Readiness Index,College & Career Preparatory Course Index,Postsecondary Enrollment - 6 Months,Postsecondary Enrollment - 18 Months,Economic Need Index,White,Hispanic,Black,Asian,Unrepresented Race,Years of principal experience,Avg Grade 8 English Proficiency,Avg Grade 8 Math Proficiency,Teacher Attendance (%),Student Attendance (%),Students with 90%+ Attendance (%),English Language Learners (%),Students with Disabilities (%),Temp Housing (%),HRA Eligible (%),Teachers w/ 3+ years of experience (%),Students Chronically Absent (%),Graduation,School Year,Location Name,Address,Postcode,Latitude,Longitude,NTA
30Q301,Q301,Academy for Careers in Television and Film,High School,Queens,562,7.381,0.157,7.538,20.087,0.531,0.978,0.806,0.964,82.0,75.7,0.886,0.876,0.071,0.117,0.559,0.187,0.066,139,139,139,140,121,298,105,314,66,40,37,6.5,3.131,2.967,0.985,0.931,0.808,0.016,0.214,0.034,0.423,0.824,0.192,High Graduation,2015-16,Academy for Careers in Television and Film,1-50 51ST AVENUE,11101,40.742956,-73.95919599999999,Hunters Point-Sunnyside-West Maspeth                                       
30Q445,Q445,William Cullen Bryant High School,High School,Queens,2344,30.726,1.928,32.654,20.564,0.802,0.753,0.555,0.419,68.8,65.2,0.548,0.613,0.262,0.067,0.515,0.137,0.019,632,632,632,644,633,1880,321,1207,157,614,45,7.9,2.843,2.762,0.962,0.881,0.703,0.186,0.147,0.1,0.689,0.647,0.297,Low Graduation,2015-16,William Cullen Bryant High School,48-10 31 AVENUE,11103,40.75823,-73.910514,Astoria                                                                    
30Q450,Q450,Long Island City High School,High School,Queens,2252,36.08,2.001,38.08,22.694,0.796,0.769,0.536,0.589,73.9,64.2,0.509,0.559,0.146,0.103,0.674,0.059,0.018,549,549,549,393,399,1793,133,1518,232,329,41,7.1,2.818,2.682,0.952,0.876,0.648,0.114,0.165,0.079,0.715,0.774,0.352,Low Graduation,2015-16,Long Island City High School,14-30 BROADWAY,11106,40.765826000000004,-73.9328,Astoria                                                                    
30Q501,Q501,Frank Sinatra School of the Arts High School,High School,Queens,853,10.911,0.143,11.054,19.928,0.356,0.941,0.849,0.859,87.8,77.9,0.842,0.932,0.114,0.132,0.331,0.359,0.064,185,185,185,222,235,304,306,282,113,97,55,1.9,3.594,3.562,0.973,0.923,0.789,0.008,0.188,0.021,0.256,0.941,0.211,Medium Graduation,2015-16,Frank Sinatra School of the Arts High School,35-12 35TH AVENUE,11106,40.756534,-73.92512099999999,Astoria                                                                    
30Q502,Q502,Information Technology High School,High School,Queens,1011,13.909,0.684,14.593,21.079,0.761,0.765,0.617,0.47,76.9,63.6,0.646,0.749,0.208,0.111,0.595,0.073,0.013,230,230,230,254,199,769,74,602,112,210,13,0.8,2.79,2.776,0.963,0.88,0.693,0.073,0.193,0.099,0.681,0.906,0.307,Low Graduation,2015-16,Information Technology High School,21-16 44TH ROAD,11101,40.748701000000004,-73.94638,Hunters Point-Sunnyside-West Maspeth                                       
30Q555,Q555,Newcomers High School,High School,Queens,828,11.787,0.617,12.404,20.565,0.973,0.682,0.433,0.512,65.4,70.4,0.5,0.61,0.279,0.01,0.639,0.058,0.014,289,289,289,266,269,806,48,529,8,231,12,0.9,1.852,2.221,0.96,0.889,0.711,0.783,0.008,0.221,0.591,0.881,0.289,Low Graduation,2015-16,Newcomers High School,28-01 41 AVENUE,11101,40.751356,-73.937445,Queensbridge-Ravenswood-Long Island City                                   
30Q575,Q575,Academy of American Studies,High School,Queens,1007,9.853,0.115,9.969,16.951,0.532,0.968,0.889,0.884,84.1,73.7,0.946,0.906,0.256,0.044,0.352,0.346,0.002,216,216,216,241,254,536,348,354,44,258,2,7.9,3.485,3.551,0.959,0.925,0.78,0.026,0.074,0.019,0.436,0.833,0.22,High Graduation,2015-16,Academy of American Studies,28-04 41 AVENUE,11101,40.751331,-73.937434,Queensbridge-Ravenswood-Long Island City                                   
30Q580,Q580,Baccalaureate School for Global Education,High School,Queens,412,6.542,0.014,6.556,18.975,0.435,0.982,0.982,0.982,91.4,70.3,0.895,0.932,0.444,0.051,0.218,0.255,0.032,55,55,55,76,88,179,105,90,21,183,13,12.4,3.865,4.02,0.969,0.962,0.932,0.024,0.102,0.012,0.35,0.906,0.068,High Graduation,2015-16,Baccalaureate School for Global Education,34-12 36 AVENUE,11106,40.755365999999995,-73.92716899999999,Queensbridge-Ravenswood-Long Island City                                   
31R028,R028,The Eagle Academy for Young Men of Staten Island,High School,Staten Island,54,4.847,0.294,5.141,24.905,0.7,0.836,0.565,0.485,73.367,56.5,0.65,0.698,0.093,0.556,0.278,0.074,-0.001,149,149,149,152,151,38,4,15,30,5,0,5.1,2.353,2.083,0.973,0.89,0.569,0.056,0.426,0.037,0.556,0.759,0.431,Medium Graduation,2015-16,The Eagle Academy for Young Men of Staten Island,101 WARREN STREET,10304,40.620346999999995,-74.081643,Stapleton-Rosebank                                                         
31R047,R047,CSI High School for International Studies,High School,Staten Island,496,6.706,0.068,6.774,20.303,0.374,1.0,0.962,0.862,89.8,81.6,0.925,0.976,0.167,0.073,0.198,0.54,0.022,105,105,105,133,127,186,268,98,36,83,11,8.9,3.484,3.418,0.976,0.949,0.857,0.0,0.149,0.014,0.284,0.893,0.143,High Graduation,2015-16,CSI High School for International Studies,100 ESSEX DRIVE,10314,40.581315000000004,-74.158589,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   
31R064,R064,Gaynor McCown Expeditionary Learning School,High School,Staten Island,434,6.877,0.15,7.027,22.792,0.384,0.933,0.73,0.421,80.0,69.8,0.862,0.846,0.021,0.09,0.221,0.597,0.071,89,89,89,109,104,167,259,96,39,9,31,10.1,3.051,2.835,0.971,0.918,0.753,0.007,0.27,0.018,0.281,0.794,0.247,Medium Graduation,2015-16,Gaynor McCown Expeditionary Learning School,100 ESSEX DRIVE,10314,40.581315000000004,-74.158589,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   
31R080,R080,The Michael J. Petrides School,High School,Staten Island,457,18.686,0.749,19.435,21.763,0.446,0.945,0.725,0.665,79.1,62.6,0.918,0.729,0.094,0.245,0.217,0.438,0.006,109,109,109,110,118,204,200,99,112,43,3,15.3,3.118,2.997,0.964,0.915,0.735,0.004,0.274,0.018,0.322,0.884,0.265,Medium Graduation,2015-16,The Michael J. Petrides School,715 OCEAN TERRACE,10301,40.608517,-74.102078,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   
31R440,R440,New Dorp High School,High School,Staten Island,3051,41.415,2.502,43.917,21.202,0.55,0.843,0.61,0.618,76.3,67.4,0.643,0.645,0.095,0.102,0.271,0.519,0.013,705,705,705,737,685,1678,1583,827,311,290,40,20.1,2.993,2.815,0.962,0.912,0.825,0.045,0.232,0.051,0.449,0.832,0.175,Medium Graduation,2015-16,New Dorp High School,465 NEW DORP LANE,10306,40.569393,-74.107737,New Dorp-Midland Beach                                                     
31R445,R445,Port Richmond High School,High School,Staten Island,1564,22.33,1.78,24.109,23.858,0.723,0.723,0.465,0.463,69.4,61.1,0.502,0.509,0.077,0.233,0.455,0.214,0.021,361,361,361,404,403,1131,335,712,364,120,33,1.1,2.78,2.519,0.967,0.84,0.598,0.092,0.276,0.104,0.621,0.837,0.402,Low Graduation,2015-16,Port Richmond High School,85 ST JOSEPHS AVENUE,10302,40.634572999999996,-74.141818,Port Richmond                                                              
31R450,R450,Curtis High School,High School,Staten Island,2586,31.739,2.21,33.949,19.782,0.735,0.789,0.594,0.563,67.8,62.6,0.653,0.649,0.07,0.359,0.406,0.134,0.031,655,655,655,640,609,1901,347,1050,928,181,80,4.0,2.891,2.656,0.966,0.861,0.64,0.082,0.191,0.1,0.617,0.879,0.36,Low Graduation,2015-16,Curtis High School,105 HAMILTON AVENUE,10301,40.644735,-74.081222,West New Brighton-New Brighton-St. George                                  
31R455,R455,Tottenville High School,High School,Staten Island,3654,46.979,1.123,48.103,19.601,0.313,0.923,0.766,0.638,85.3,69.2,0.739,0.754,0.054,0.016,0.116,0.804,0.01,927,927,927,1026,1030,1144,2938,424,58,197,37,5.1,3.257,3.263,0.962,0.915,0.756,0.016,0.207,0.026,0.24,0.889,0.244,Medium Graduation,2015-16,Tottenville High School,100 LUTEN AVENUE,10312,40.528092,-74.192032,Annadale-Huguenot-Prince's Bay-Eltingville                                 
31R460,R460,Susan E. Wagner High School,High School,Staten Island,3383,42.039,1.566,43.606,20.199,0.516,0.885,0.691,0.597,83.1,65.2,0.764,0.803,0.151,0.103,0.272,0.461,0.013,771,771,771,764,852,1746,1560,920,348,511,44,1.9,3.201,3.042,0.958,0.91,0.765,0.039,0.213,0.04,0.424,0.865,0.235,Medium Graduation,2015-16,Susan E. Wagner High School,1200 MANOR ROAD,10314,40.596803,-74.124227,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   
31R600,R600,Ralph R. McKee Career and Technical Education High,High School,Staten Island,795,13.572,1.023,14.595,24.216,0.709,0.729,0.514,0.653,81.3,67.6,0.438,0.618,0.047,0.272,0.482,0.189,0.01,144,144,144,162,157,564,150,383,216,37,8,12.1,2.672,2.465,0.96,0.84,0.555,0.065,0.326,0.059,0.615,0.733,0.445,Low Graduation,2015-16,Ralph R. McKee Career and Technical Education High,290 ST MARKS PLACE,10301,40.642793,-74.07873000000001,West New Brighton-New Brighton-St. George                                  
31R605,R605,Staten Island Technical High School,High School,Staten Island,1331,14.262,0.212,14.474,17.516,0.348,1.0,1.0,1.0,94.2,89.4,0.911,0.923,0.509,0.007,0.026,0.452,0.006,323,323,323,313,326,463,602,35,9,677,8,5.9,4.115,4.316,0.967,0.962,0.922,0.0,0.013,0.011,0.243,0.902,0.078,High Graduation,2015-16,Staten Island Technical High School,485 CLAWSON STREET,10306,40.567873,-74.11537299999999,New Dorp-Midland Beach                                                     
32K168,K168,The Brooklyn School for Math and Research,High School,Brooklyn,277,4.088,0.229,4.317,22.036,0.809,0.877,0.646,0.423,77.9,73.7,0.755,0.803,0.051,0.477,0.422,0.025,0.025,65,65,65,49,66,224,7,117,132,14,7,8.1,2.787,2.849,0.982,0.901,0.64,0.097,0.177,0.119,0.7,0.65,0.36,Medium Graduation,2015-16,The Brooklyn School for Math and Research,400 IRVING AVENUE,11237,40.69697,-73.910791,Bushwick North                                                             
32K403,K403,Academy for Environmental Leadership,High School,Brooklyn,238,5.296,0.339,5.634,29.578,0.885,0.716,0.284,0.104,55.8,58.1,0.447,0.474,0.042,0.155,0.756,0.042,0.005,67,67,67,94,95,211,10,180,37,10,1,4.4,2.412,2.199,0.976,0.837,0.543,0.437,0.193,0.214,0.739,0.857,0.457,Low Graduation,2015-16,Academy for Environmental Leadership,400 IRVING AVENUE,11237,40.69697,-73.910791,Bushwick North                                                             
32K545,K545,EBC High School for Public Service - Bushwick,High School,Brooklyn,479,7.797,0.517,8.314,23.747,0.903,0.814,0.372,0.279,67.7,62.9,0.527,0.484,0.002,0.094,0.881,0.021,0.002,129,129,129,131,122,433,10,422,45,1,1,7.9,2.54,2.253,0.948,0.828,0.487,0.196,0.23,0.148,0.839,0.784,0.513,Medium Graduation,2015-16,EBC High School for Public Service - Bushwick,1155 DEKALB AVENUE,11221,40.694507,-73.929107,Bushwick South                                                             
32K549,K549,The Brooklyn School for Social Justice,High School,Brooklyn,335,6.174,0.554,6.728,26.522,0.923,0.721,0.212,0.264,60.4,57.9,0.308,0.462,0.012,0.194,0.746,0.033,0.015,104,104,104,104,104,309,11,250,65,4,5,5.0,2.439,2.176,0.964,0.79,0.466,0.358,0.224,0.185,0.8,0.613,0.534,Low Graduation,2015-16,Bushwick School for Social Justice,400 IRVING AVENUE,11237,40.69697,-73.910791,Bushwick North                                                             
32K552,K552,The Academy of Urban Planning and Engineering,High School,Brooklyn,231,4.398,0.31,4.708,30.452,0.885,0.827,0.365,0.49,68.0,60.6,0.594,0.509,0.004,0.225,0.749,0.013,0.009,52,52,52,64,53,204,3,173,52,1,2,2.7,2.468,2.272,0.977,0.903,0.7,0.238,0.273,0.156,0.771,0.7,0.3,Medium Graduation,2015-16,Academy of Urban Planning,400 IRVING AVENUE,11237,40.69697,-73.910791,Bushwick North                                                             
32K554,K554,All City Leadership Secondary School,High School,Brooklyn,250,4.579,0.339,4.918,17.677,0.709,0.983,0.864,0.822,87.7,79.3,0.871,0.872,0.048,0.1,0.796,0.052,0.004,59,59,59,62,39,177,13,199,25,12,1,16.1,3.489,3.676,0.971,0.934,0.804,0.028,0.148,0.044,0.6,0.889,0.196,High Graduation,2015-16,All City Leadership Secondary School,321 PALMETTO STREET,11237,40.69737,-73.91317099999999,Bushwick North                                                             
32K556,K556,Bushwick Leaders High School for Academic Excellen,High School,Brooklyn,302,5.321,0.382,5.703,27.414,0.922,0.762,0.206,0.222,58.4,56.7,0.458,0.581,0.017,0.199,0.755,0.013,0.016,63,63,63,72,74,278,4,228,60,5,5,15.5,2.441,2.222,0.979,0.831,0.474,0.258,0.278,0.212,0.841,0.571,0.526,Low Graduation,2015-16,Bushwick Leaders High School for Academic Excellen,797 BUSHWICK AVENUE,11221,40.695056,-73.92814,Bushwick South                                                             
84K356,K356,Achievement First Crown Heights Charter School,High School,Brooklyn,432,6.772,0.405,7.194,22.732,0.628,0.966,0.693,0.045,74.6,74.5,0.667,0.857,0.0,0.887,0.102,0.0,0.011,88,88,88,39,42,271,0,44,383,0,5,6.735,3.258,3.596,0.966,0.957,0.908,0.002,0.15,0.037,0.507,0.753,0.092,High Graduation,2015-16,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL(BS),790 EAST NEW YORK AVENUE,11203,40.662447,-73.936382,Prospect Lefferts Gardens-Wingate                                          
84K357,K357,KIPP AMP Charter School,High School,Brooklyn,163,6.772,0.405,7.194,22.732,0.692,0.971,0.857,0.643,78.1,76.2,0.769,0.962,0.006,0.877,0.074,0.0,0.043,35,35,35,39,26,113,0,12,143,1,7,6.735,3.048,3.336,0.966,0.934,0.847,0.012,0.141,0.135,0.534,0.753,0.153,High Graduation,2015-16,KIPP AMP CHARTER SCHOOL(BN) ,1224 PARK PLACE,11213,40.672713,-73.936924,Crown Heights North                                                        
84K359,K359,The Uft Charter School,High School,Brooklyn,221,6.772,0.405,7.194,22.732,0.826,0.794,0.265,0.441,63.6,59.6,0.507,0.689,0.023,0.719,0.235,0.009,0.014,68,68,68,73,90,183,2,52,159,5,3,6.735,2.522,2.295,0.966,0.829,0.487,0.086,0.113,0.154,0.692,0.753,0.513,Low Graduation,2015-16,UFT ELEMENTARY CHARTER SCHOOL(BROOKLYN) ,301 VERMONT STREET,11207,40.671987,-73.893896,East New York (Pennsylvania Ave)                                           
84K517,K517,Leadership Prep Bedford Stuyvesant Uncommon Prep C,High School,Brooklyn,373,6.772,0.405,7.194,22.732,0.692,0.8,0.473,0.664,64.9,73.0,0.791,0.904,0.005,0.702,0.172,0.008,0.113,55,55,55,67,52,258,3,64,262,2,42,6.735,3.102,3.459,0.966,0.903,0.669,0.013,0.129,0.064,0.55,0.753,0.331,Low Graduation,2015-16,LEADERSHIP PREP BEDFORD STUYVESANT CHARTER SCHOOL(BN),141 MACON STREET,11216,40.681571999999996,-73.94544599999999,Bedford                                                                    
84K608,K608,Kings Collegiate Charter School,High School,Brooklyn,219,6.772,0.405,7.194,22.732,0.773,0.836,0.565,0.485,66.4,74.2,0.65,0.698,0.014,0.813,0.155,0.0,0.018,1,1,1,152,151,169,0,34,178,3,4,6.735,3.147,3.595,0.966,0.918,0.756,0.009,0.128,0.073,0.662,0.753,0.244,Medium Graduation,2015-16,KINGS COLLEGIATE CHARTER SCHOOL(BS),1084 LENOX ROAD,11212,40.658295,-73.920109,Rugby-Remsen Village                                                       
84K626,K626,Achievement First Brownsville Charter School,High School,Brooklyn,288,6.772,0.405,7.194,22.732,0.727,0.836,0.565,0.485,67.9,72.2,0.65,0.698,0.021,0.84,0.128,0.0,0.011,1,1,1,152,151,209,0,37,242,6,3,6.735,3.311,3.555,0.966,0.954,0.883,0.01,0.094,0.063,0.594,0.753,0.117,Medium Graduation,2015-16,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL(BN),2021 Bergen Street,11233,40.674103,-73.913273,Ocean Hill                                                                 
84K707,K707,Brooklyn Prospect Charter School,High School,Brooklyn,446,6.772,0.405,7.194,22.732,0.444,0.964,0.893,0.649,77.1,77.4,0.809,0.863,0.083,0.099,0.388,0.381,0.049,84,84,84,94,95,198,170,173,44,37,22,6.735,3.183,3.267,0.966,0.875,0.642,0.016,0.188,0.034,0.339,0.753,0.358,High Graduation,2015-16,BROOKLYN PROSPECT CHARTER SCHOOL(BS),153 35th St.,11232,40.65571,-74.005197,Sunset Park West                                                           
84K712,K712,Excellence Girls Charter School,High School,Brooklyn,684,6.772,0.405,7.194,22.732,0.634,0.925,0.58,0.605,64.6,69.7,0.885,0.944,0.007,0.722,0.218,0.012,0.041,93,100,100,113,89,434,8,149,494,5,28,6.735,3.056,3.411,0.966,0.942,0.853,0.015,0.152,0.053,0.509,0.753,0.147,Medium Graduation,2015-16,EXCELLENCE GIRLS CHARTER SCHOOL(BN),794 MONROE STREET,11221,40.688419,-73.92483299999999,Stuyvesant Heights                                                         
84K775,K775,Leadership Preparatory Ocean Hill Charter School,High School,Brooklyn,416,6.772,0.405,7.194,22.732,0.641,0.899,0.667,0.725,64.8,65.0,0.857,0.698,0.01,0.861,0.058,0.007,0.064,69,69,69,63,151,267,3,24,358,4,27,6.735,3.18,3.589,0.966,0.937,0.799,0.007,0.101,0.036,0.522,0.753,0.201,Medium Graduation,2015-16,LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL(BN),51 CHRISTOPHER AVENUE,11212,40.672462,-73.906552,Brownsville                                                                
84M335,M335,Harlem Village Academy East Charter School,High School,Manhattan,163,6.772,0.405,7.194,22.732,0.773,0.979,0.592,0.418,66.6,68.9,0.897,0.863,0.0,0.669,0.319,0.0,0.012,48,49,49,58,51,126,0,52,109,0,2,6.735,2.968,3.039,0.966,0.938,0.819,0.0,0.233,0.104,0.607,0.753,0.181,High Graduation,2015-16,HARLEM VILLAGE ACADEMIES LEADERSHIP CHARTER SCHOOL(MN),2351 1ST AVENUE,10035,40.798884,-73.933319,East Harlem North                                                          
84M341,M341,Harlem Children's Zone Promise Academy II Charter,High School,Manhattan,238,6.772,0.405,7.194,22.732,0.765,0.984,0.839,0.669,68.4,76.0,0.962,1.0,0.013,0.836,0.134,0.013,0.004,61,62,62,26,30,182,3,32,199,3,1,6.735,3.16,3.429,0.966,0.942,0.844,0.004,0.118,0.067,0.643,0.753,0.156,High Graduation,2015-16,HCZ PROMISE ACADEMY II CHARTER SCHOOL(MN) ,2005 MADISON AVENUE,10035,40.807383,-73.939433,Central Harlem North-Polo Grounds                                          
84M351,M351,Success Academy Charter School - Harlem 1,High School,Manhattan,391,6.772,0.405,7.194,22.732,0.687,0.806,0.452,0.419,86.1,80.1,0.833,0.698,0.008,0.627,0.179,0.013,0.173,31,31,31,18,151,269,5,70,245,3,68,6.735,3.853,4.131,0.966,0.875,0.642,0.0,0.113,0.026,0.542,0.753,0.358,Medium Graduation,2015-16,SUCCESS ACADEMY HIGH SCHOOL OF THE LIBERAL ARTS(MS),111 EAST  33RD STREET,10016,40.746176,-73.981241,Murray Hill-Kips Bay                                                       
84M353,M353,New Heights Academy Charter School,High School,Manhattan,386,6.772,0.405,7.194,22.732,0.894,0.859,0.576,0.324,79.5,70.9,0.859,0.87,0.003,0.028,0.969,0.0,0.0,85,85,85,92,69,345,0,374,11,1,0,6.735,2.928,2.671,0.966,0.917,0.818,0.083,0.132,0.106,0.819,0.753,0.182,Medium Graduation,2015-16,NEW HEIGHTS ACADEMY CHARTER SCHOOL(MN),1818 Amsterdam Ave,10031,40.828497999999996,-73.945239,Hamilton Heights                                                           
84M382,M382,DREAM Charter School,High School,Manhattan,205,6.772,0.405,7.194,22.732,0.81,0.836,0.565,0.485,75.2,65.7,0.65,0.698,0.029,0.302,0.595,0.059,0.015,149,149,149,152,151,166,12,122,62,6,3,6.735,2.724,2.569,0.966,0.929,0.756,0.024,0.263,0.112,0.663,0.753,0.244,Medium Graduation,2015-16,DREAM CHARTER SCHOOL(MN),232 EAST 103 STREET,10029,40.788952,-73.944538,East Harlem South                                                          
84M709,M709,Harlem Village Academy West Charter School,High School,Manhattan,169,6.772,0.405,7.194,22.732,0.799,1.0,0.711,0.329,70.1,69.7,0.873,0.959,0.0,0.751,0.219,0.006,0.024,38,38,38,55,49,135,1,37,127,0,4,6.735,2.906,3.072,0.966,0.952,0.906,0.012,0.189,0.077,0.657,0.753,0.094,High Graduation,2015-16,HARLEM VILLAGE ACADEMY CHARTER SCHOOL,244 WEST 144 STREET,10030,40.821535,-73.94094100000001,Central Harlem North-Polo Grounds                                          
